"Name","State","Notes","User","Tags","Created","Runtime","Sweep","eval/mIoU (Max)","eval/mIoU_ema (Max)","train/loss_all","train/loss_s","train/loss_x","train/loss_x_gradient","train/loss_x_norm","train/mask_ratio"
"unimatch_v2_wandb_wo_FA_normloss_dino_small","finished","-","","","2025-02-03T22:58:35.000Z","131067","","85.81791966176746","85.9352274606633","0.00812600925564766","0.02144497260451317","0.00043204514076933265","","0.0025010097306221724","0.9840108752250672"
"unimatch_v2_wandb_wo_FA_dino_base","finished","-","","","2025-02-03T22:02:30.000Z","128268","","85.64846797210978","85.63413268305285","0.00970019493252039","0.019008468836545944","0.00039192065014503896","","","0.960372030735016"
"unimatch_v2_wandb_normloss_dino_large","finished","-","","","2025-02-04T03:00:16.000Z","127858","","85.57008550030238","85.6293744689649","0.01266588643193245","0.033718306571245193","0.0018704215763136744","","0.002408931963145733","0.9716276526451112"
"unimatch_v2_wandb_dino_small","finished","-","","","2025-02-03T22:13:28.000Z","128612","","85.73123798322902","85.61607123422961","0.006395020987838507","0.011333918198943138","0.001456123893149197","","","0.9674835205078124"
"unimatch_v2_wandb_wo_FA_dino_base","finished","-","","","2025-02-03T22:02:36.000Z","126759","","85.51510271005357","85.59573820010198","0.021528692916035652","0.04138217866420746","0.001675207749940455","","","0.983034372329712"
"unimatch_v2_wandb_wo_FA_dino_base","finished","-","","","2025-02-03T22:02:12.000Z","128734","","85.48231610110354","85.50407522776207","0.013565899804234505","0.02658550813794136","0.000546290713828057","","","0.987445592880249"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:00:28.000Z","176305","","85.19501207241068","85.39299499920881","0.005431718658655882","0.0179445743560791","0.0005256631993688643","0.0005322130164131522","0.0027244240045547485","0.985985517501831"
"unimatch_v2_wandb_wo_FA_dino_small","finished","-","","","2025-02-03T21:59:39.000Z","129021","","85.33899390372638","85.37135613747144","0.009136623702943323","0.01792411506175995","0.00034913234412670135","","","0.9805335402488708"
"unimatch_v2_wandb_normloss_dino_small","finished","-","","","2025-02-03T21:58:32.000Z","131310","","85.2431408670597","85.36601076975172","0.0107522364705801","0.02846878580749035","0.0012379667023196816","","0.002549955155700445","0.9600861668586732"
"unimatch_v2_wandb_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:01:18.000Z","174930","","85.32787277890984","85.35344572308776","0.002223595045506954","0.005507986061275005","0.00047919258940964937","0.0003213686868548393","0.0025858324952423573","0.9844221472740172"
"unimatch_v2_wandb_wo_FA_dino_small","finished","-","","","2025-02-04T02:57:56.000Z","126624","","85.36240863875244","85.34065132188822","0.02866678684949875","0.056863270699977875","0.000470304163172841","","","0.9831376671791076"
"unimatch_v2_wandb_wo_FA_normloss_dino_small","finished","-","","","2025-02-03T21:59:14.000Z","127773","","85.16045801285297","85.33136065063454","0.005466030444949865","0.013130880892276764","0.0007367606740444899","","0.0025304495356976986","0.9897821545600892"
"unimatch_v2_wandb_dino_large","finished","-","","","2025-02-04T06:57:03.000Z","130083","","85.32164581601612","85.28750813998374","0.00990770012140274","0.01818536221981049","0.0016300377901643517","","","0.9601125717163086"
"unimatch_v2_wandb_wo_FA_normloss_dino_base","finished","-","","","2025-02-03T22:01:53.000Z","131247","","85.22764234119867","85.28314809083547","0.030493808910250664","0.08861028403043747","0.00037824458559043705","","0.002492898842319846","0.9870087504386902"
"unimatch_v2_wandb_wo_FA_normloss_dino_small","finished","-","","","2025-02-03T21:59:16.000Z","131044","","85.2919792845045","85.20143109801944","0.0030134301632642746","0.005973235238343477","0.0004790628736373037","","0.002587992697954178","0.9801169037818908"
"unimatch_v2_wandb_wo_FA_dino_large","finished","-","","","2025-02-04T06:56:06.000Z","128445","","85.49651251644502","85.18890326327293","0.013142075389623642","0.024253949522972107","0.002030201954767108","","","0.9797097444534302"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:00:21.000Z","177224","","85.17465924312694","85.18675882261002","0.004120965488255024","0.01247662492096424","0.0011436156928539276","0.0003831700305454433","0.002480450551956892","0.9912034869194032"
"unimatch_v2_wandb_wo_FA_dino_base","finished","-","","","2025-02-03T22:02:03.000Z","127362","","85.20719915343275","85.18626759728129","0.018031077459454536","0.035698287189006805","0.0003638694470282644","","","0.9852388501167296"
"unimatch_v2_wandb_gradient_dino_large","finished","-","","","2025-02-03T22:02:48.000Z","176743","","85.2159368276218","85.18609152171369","0.003757647005841136","0.008474850095808506","0.0025605650153011084","0.00023752523702569303","","0.9862395524978638"
"unimatch_v2_wandb_dino_small","finished","-","","","2025-02-04T02:29:19.000Z","126987","","85.12500248432477","85.18279590111486","0.01819734461605549","0.0360042043030262","0.0003904854820575565","","","0.9560959935188292"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_small","running","-","","","2025-02-03T21:59:17.000Z","239411","","85.05139915614832","85.17483541254104","0.0043341778218746185","0.010450753383338451","0.003720854409039021","0.000562448869459331","0.0026026545092463493","0.9706827402114868"
"unimatch_v2_wandb_wo_FA_gradient_dino_base","finished","-","","","2025-02-03T22:01:36.000Z","170560","","85.18412150436939","85.17204446526122","0.006966384127736092","0.01978202350437641","0.0008117238758131862","0.0003054048283956945","","0.9824021458625792"
"unimatch_v2_wandb_normloss_gradient_dino_small","finished","-","","","2025-02-03T22:00:27.000Z","114577","","84.98331491388983","85.15155720046921","0.015445278957486153","0.05753254145383835","0.0007672529318369925","0.0007497546030208468","0.002731567714363337","0.9880964756011964"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_small","finished","-","","","2025-02-03T21:57:46.000Z","170756","","84.65352896583072","85.13511547275341","0.006651625502854586","0.0204247385263443","0.003299090778455138","0.0004206742742098868","0.002461997792124748","0.9856486916542052"
"unimatch_v2_wandb_dino_base","finished","-","","","2025-02-03T22:02:43.000Z","125417","","85.13641393926284","85.11261804663731","0.009678523987531662","0.0185411274433136","0.0008159214630723","","","0.967379093170166"
"unimatch_v2_wandb_dino_base","finished","-","","","2025-02-03T22:02:20.000Z","127810","","85.14560160022887","85.10452139802133","0.032858956605196","0.06497526168823242","0.0007426547235809267","","","0.9647670984268188"
"unimatch_v2_wandb_wo_FA_gradient_dino_base","finished","-","","","2025-02-03T22:01:36.000Z","176207","","84.80205626442846","85.10185224934797","0.009617794305086136","0.027985237538814545","0.00028293184004724026","0.000585211266297847","","0.9888337254524232"
"unimatch_v2_wandb_wo_FA_normloss_dino_base","finished","-","","","2025-02-03T22:01:54.000Z","131196","","84.95289656098628","85.09099851161668","0.004127651918679476","0.00952282641083002","0.000238991531659849","","0.002621137537062168","0.9838094711303712"
"unimatch_v2_wandb_dino_base","finished","-","","","2025-02-03T22:02:28.000Z","123992","","85.0894222595684","85.08771800054365","0.010874071158468723","0.02066180296242237","0.001086339121684432","","","0.98101007938385"
"unimatch_v2_wandb_gradient_dino_base","finished","-","","","2025-02-03T22:00:46.000Z","172971","","85.06575727947475","85.08006931529408","0.005218366160988808","0.014666661620140076","0.0004106252163182944","0.0005778112099505961","","0.9682535529136658"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:00:28.000Z","175057","","85.11646002549685","85.07659664210505","0.01296335645020008","0.04823445528745651","0.000560544605832547","0.00041380501352250576","0.002644619671627879","0.961268424987793"
"unimatch_v2_wandb_wo_FA_dino_large","finished","-","","","2025-02-04T10:55:53.000Z","79162","","85.12810614488957","85.07348581882555","0.00977772567421198","0.01871773600578308","0.0008377151098102331","","","0.9820757508277892"
"unimatch_v2_wandb_normloss_dino_large","finished","-","","","2025-02-05T04:37:11.000Z","91920","","84.98654654231703","85.04896898433705","0.010754117742180824","0.029167301952838898","0.000573682424146682","","0.002521367045119405","0.9883315563201904"
"unimatch_v2_wandb_normloss_dino_base","finished","-","","","2025-02-03T22:01:17.000Z","130246","","85.06450443361342","85.04526491693467","0.011885571293532848","0.031472641974687576","0.0017651033122092483","","0.0024189697578549385","0.9891797304153442"
"unimatch_v2_wandb_wo_FA_dino_small","finished","-","","","2025-02-04T06:56:32.000Z","127862","","85.02992565580833","85.02970666677517","0.010812259279191494","0.019923830404877663","0.0017006886191666126","","","0.965907335281372"
"unimatch_v2_wandb_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:01:27.000Z","176191","","85.03402188750415","85.02207777163835","0.005456543527543545","0.017740795388817787","0.001110712648369372","0.0003601346106734127","0.0026145316660404205","0.9795292615890504"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_large","finished","-","","","2025-02-03T22:13:24.000Z","173010","","84.82154384254548","85.00923925567619","0.007786575239151716","0.027125265449285507","0.000676036230288446","0.0006403704173862934","0.0027046294417232275","0.9773802757263184"
"unimatch_v2_wandb_normloss_dino_base","finished","-","","","2025-02-03T22:01:32.000Z","129703","","84.8594705871234","84.99335949130743","0.022924460470676426","0.06539595872163773","0.0009462634334340692","","0.0024311598390340805","0.9873173236846924"
"unimatch_v2_wandb_wo_FA_dino_small","finished","-","","","2025-02-04T03:14:12.000Z","129322","","84.97910461608292","84.98829465089186","0.008062153123319149","0.0148604828864336","0.001263822545297444","","","0.9910932779312134"
"unimatch_v2_wandb_wo_FA_dino_large","finished","-","","","2025-02-03T22:24:04.000Z","93076","","84.89530914494124","84.88267776635426","0.003922570496797562","0.007560824044048786","0.0002843168913386762","","","0.9853700399398804"
"unimatch_v2_wandb_normloss_dino_small","finished","-","","","2025-02-03T22:01:48.000Z","130319","","84.71460116362293","84.85444544150455","0.007108177989721298","0.01785946451127529","0.0009377668029628694","","0.00252730306237936","0.9688253998756408"
"unimatch_v2_wandb_gradient_dino_small","finished","-","","","2025-02-04T02:29:20.000Z","172053","","84.8464486117732","84.84563637361389","0.009864415042102335","0.028182849287986755","0.0008656991994939744","0.0005446954164654016","","0.9808717966079712"
"unimatch_v2_wandb_wo_FA_normloss_dino_large","finished","-","","","2025-02-04T02:29:20.000Z","126378","","84.731691796598","84.84128272337671","0.011820691637694836","0.03238294646143913","0.0005433064652606845","","0.002535820938646794","0.978181540966034"
"unimatch_v2_wandb_normloss_dino_small","finished","-","","","2025-02-03T21:58:33.000Z","127242","","84.90216526304584","84.82494203634256","0.004653171636164188","0.010696950368583202","0.0008235852583311498","","0.0024389782920479774","0.99042809009552"
"unimatch_v2_wandb_wo_FA_gradient_dino_large","running","-","","","2025-02-05T05:07:07.000Z","127334","","84.52631812336843","84.81308001618372","0.03540949523448944","0.10057022422552107","0.004841592162847519","0.0008166610496118665","","0.979727864265442"
"unimatch_v2_wandb_normloss_dino_large","finished","-","","","2025-02-04T06:56:40.000Z","125325","","84.75637222107919","84.777784718266","0.004907377064228058","0.011835385113954544","0.0002553282829467207","","0.0026314170099794865","0.9846779704093932"
"unimatch_v2_wandb_wo_FA_gradient_dino_small","finished","-","","","2025-02-03T21:59:13.000Z","173719","","84.74804723728747","84.7488588150447","0.005956294946372509","0.01610211841762066","0.001336179906502366","0.00043058491428382695","","0.989731788635254"
"unimatch_v2_wandb_normloss_dino_large","finished","-","","","2025-02-04T02:29:19.000Z","127948","","84.72164547703501","84.72749990460348","0.005332381930202246","0.012124286964535711","0.0013857322046533227","","0.0024871272034943104","0.9656437039375304"
"unimatch_v2_wandb_gradient_dino_large","finished","-","","","2025-02-03T22:03:20.000Z","176755","","84.58497221018783","84.71147634343768","0.006984357722103596","0.01875652931630611","0.0016749995993450284","0.0005215430282987654","","0.9668148159980774"
"unimatch_v2_wandb_normloss_gradient_dino_large","finished","-","","","2025-02-04T02:29:22.000Z","173977","","84.60415309558644","84.70135811932708","0.008574586361646652","0.028620645403862","0.002606733003631234","0.0005284148501232266","0.002542551141232252","0.9579543471336364"
"unimatch_v2_wandb_normloss_dino_base","finished","-","","","2025-02-03T22:01:27.000Z","126859","","84.62601463184012","84.69840049943728","0.004453566856682301","0.009893874637782574","0.0009653324959799648","","0.0025014933198690414","0.986128032207489"
"unimatch_v2_wandb_wo_FA_normloss_dino_large","finished","-","","","2025-02-04T12:18:54.000Z","78909","","84.74148500685044","84.69252182798272","0.018465686589479446","0.05144811421632767","0.001522237784229219","","0.0024267053231596947","0.9839006066322328"
"unimatch_v2_wandb_normloss_dino_small","finished","-","","","2025-02-03T21:59:09.000Z","129996","","84.61523469455035","84.67487079106934","0.004445305559784174","0.01034187339246273","0.00033706045360304415","","0.0026569822803139687","0.965332806110382"
"unimatch_v2_wandb_normloss_dino_base","finished","-","","","2025-02-03T22:01:38.000Z","129247","","84.38563667840529","84.62540439343404","0.011552970856428146","0.03034169226884842","0.0019053136929869652","","0.002411906374618411","0.9790153503417968"
"unimatch_v2_wandb_gradient_dino_base","finished","-","","","2025-02-03T22:00:43.000Z","176436","","84.55620292516114","84.6122209180113","0.003935299813747406","0.010205717757344246","0.0012496544513851404","0.0003505265340209007","","0.9843966960906982"
"unimatch_v2_wandb_gradient_dino_small","finished","-","","","2025-02-03T21:57:48.000Z","173305","","84.54322618937324","84.6016299489005","0.010363565757870674","0.029112190008163452","0.0014415769837796688","0.0005369302816689014","","0.9862293601036072"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:00:31.000Z","173668","","84.68267669348812","84.59625177882722","0.009032352827489376","0.03202448785305023","0.0009570670663379132","0.0005549004999920726","0.002592954784631729","0.9866508841514589"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_large","finished","-","","","2025-02-03T22:02:34.000Z","176633","","84.42598376206264","84.58003958505556","0.003010418731719255","0.008508172817528248","0.00047683410230092704","0.0004241506685502827","0.002632517134770751","0.9700246453285216"
"unimatch_v2_wandb_wo_FA_normloss_dino_base","crashed","-","","","2025-02-03T22:01:51.000Z","69819","","84.26688230504112","84.56677955723464","0.014346254989504814","0.02972085401415825","0.01071120612323284","","0.0026067025028169155","0.9777021408081056"
"unimatch_v2_wandb_wo_FA_gradient_dino_large","finished","-","","","2025-02-04T06:56:50.000Z","176811","","84.564403426611","84.55446098694406","0.003728409996256232","0.009585261344909668","0.001137966988608241","0.000462001480627805","","0.9839865565299988"
"unimatch_v2_wandb_normloss_dino_large","finished","-","","","2025-02-04T05:34:04.000Z","126692","","84.56965214506451","84.54375556631622","0.01702077127993107","0.04794427752494812","0.0005839710938744247","","0.0025340616703033447","0.9739956259727478"
"unimatch_v2_wandb_wo_FA_normloss_dino_large","finished","-","","","2025-02-03T22:58:18.000Z","131328","","84.10424620840625","84.47310265330864","0.010618500411510468","0.028745992109179497","0.0005560002173297107","","0.0025535081513226032","0.9879257082939148"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_small","running","-","","","2025-02-05T07:12:43.000Z","119807","","84.38209615747871","84.44109768531582","0.0039337011985480785","0.01016286015510559","0.0022343252785503864","0.0007099984213709831","0.00262762070633471","0.970483124256134"
"unimatch_v2_wandb_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:01:16.000Z","174475","","84.31472071765931","84.4318450985528","0.006234821863472462","0.02108544111251831","0.0002617177087813616","0.0008295531733892858","0.0027625763323158026","0.9682278037071228"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_large","finished","-","","","2025-02-03T22:02:41.000Z","172150","","84.29824651619438","84.41234753084052","0.00556091358885169","0.018455706536769867","0.0004030623240396381","0.0006816943641752005","0.0027031905483454466","0.9887014031410216"
"unimatch_v2_wandb_wo_FA_normloss_dino_large","finished","-","","","2025-02-04T02:29:19.000Z","126195","","84.44481843927316","84.4094604244685","0.014168995432555676","0.03928986936807632","0.0007770866504870355","","0.0024400302208960056","0.98901629447937"
"unimatch_v2_wandb_gradient_dino_small","finished","-","","","2025-02-03T22:01:47.000Z","174481","","84.40963442470152","84.39839623927092","0.01554173231124878","0.045432381331920624","0.0006253689643926919","0.0005674462299793959","","0.980096399784088"
"unimatch_v2_wandb_normloss_gradient_dino_large","finished","-","","","2025-02-04T07:23:58.000Z","116657","","84.26558620495766","84.39798342302245","0.015501965768635271","0.057979803532361984","0.0009610768174752592","0.0004007211537100374","0.002666260115802288","0.9861698746681212"
"unimatch_v2_wandb_normloss_gradient_dino_small","finished","-","","","2025-02-03T21:59:18.000Z","225130","","84.31395377734641","84.32903833898361","0.01609596610069275","0.060836367309093475","0.0005729990662075579","0.00038701569428667426","0.0025874802377074957","0.9661105871200562"
"unimatch_v2_wandb_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:01:03.000Z","169448","","84.19387520163447","84.27097917150734","0.00951963197439909","0.03321101889014244","0.0013812528923153875","0.0008114998345263302","0.0026747575029730797","0.9683494567871094"
"unimatch_v2_wandb_wo_FA_normloss_gradient_dino_large","finished","-","","","2025-02-03T22:02:36.000Z","177522","","83.9823651146902","84.26180688235637","0.005465083289891481","0.01764719933271408","0.0009372954955324532","0.0006510161911137402","0.002624821849167347","0.9853935837745668"
"unimatch_v2_wandb_wo_FA_normloss_dino_small","finished","-","","","2025-02-03T21:59:21.000Z","128923","","84.1519206288457","84.24742723234924","0.00514298165217042","0.012421753257513046","0.0005236745928414166","","0.0024835169315338135","0.9792584180831908"
"unimatch_v2_wandb_wo_FA_dino_small","finished","-","","","2025-02-04T06:56:08.000Z","130033","","84.21914265739643","84.22226700555021","0.01439322717487812","0.02686105296015739","0.0019254011567682028","","","0.9870321750640868"
"unimatch_v2_wandb_gradient_dino_base","finished","-","","","2025-02-03T22:01:20.000Z","174395","","84.08680839485017","84.20287628387311","0.008144428953528404","0.02304716967046261","0.0007864791550673544","0.0005996376276016235","","0.9850481152534484"
"unimatch_v2_wandb_wo_FA_gradient_dino_small","finished","-","","","2025-02-03T21:59:10.000Z","171717","","84.12630696308011","84.18319784399343","0.007653010543435812","0.017578840255737305","0.005168858915567398","0.00021133165864739567","","0.9734115600585938"
"unimatch_v2_wandb_dino_large","finished","-","","","2025-02-04T06:56:42.000Z","127365","","84.12067586298251","84.1642147222645","0.003038087859749794","0.005059393588453531","0.0010167822474613786","","","0.9869871139526368"
"unimatch_v2_wandb_wo_FA_normloss_dino_small","finished","-","","","2025-02-03T21:59:33.000Z","130152","","84.16230327321861","84.16127343755868","0.00879320316016674","0.02359902672469616","0.0002621173916850239","","0.0025184634141623974","0.9642540216445924"
"unimatch_v2_wandb_wo_FA_dino_large","finished","-","","","2025-02-04T06:57:06.000Z","127628","","84.08634420316822","84.160718532443","0.008978908881545067","0.017136594280600548","0.0008212239481508732","","","0.9728665351867676"
"unimatch_v2_wandb_normloss_gradient_dino_small","finished","-","","","2025-02-03T21:58:31.000Z","176174","","84.1704150029414","84.09160588245149","0.004524304531514645","0.014130308292806149","0.0007924367091618478","0.0004793326370418072","0.0026951399631798267","0.9884719252586364"
"unimatch_v2_wandb_gradient_dino_small","finished","-","","","2025-02-03T21:58:08.000Z","170626","","83.70371224327121","84.04293459419951","0.0042875963263213634","0.01160973310470581","0.0005578314303420484","0.0006952234543859959","","0.97582346200943"
"unimatch_v2_wandb_gradient_dino_large","finished","-","","","2025-02-03T22:03:02.000Z","175434","","83.78482705073634","83.96397272016736","0.011400634422898293","0.03299839422106743","0.0006346497684717178","0.0005688579985871911","","0.9613417983055116"
"unimatch_v2_wandb_normloss_gradient_dino_base","finished","-","","","2025-02-03T22:01:09.000Z","177147","","83.814712471423","83.9142555968288","0.007960231974720955","0.026853065937757492","0.0019361688755452633","0.0005289129912853241","0.002522782189771533","0.9794806241989136"
